file,subjectID,wave,run,rating,rt,condition
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,,0,4
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.4592417519998,1
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,1.08951639499901,3
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,1.56133273300111,3
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,0.916748849000214,1
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,0.994917807998718,2
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,0.742978497999502,3
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.75667842999974,4
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.42208049500005,2
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,0.896796384999107,2
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,0.783577789001356,4
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.57688918399981,4
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.35675865899975,3
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,0.931391613001324,1
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,0.954843927000184,1
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,,0,3
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.376635300001,2
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,1.33990037000149,1
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,7,1.06375327599926,4
DEV001_1_run1_06-Apr-2018_17-19.mat,DEV001,1,run1,6,1.49456792700039,2
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,7,0.949705029999677,3
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0.905927353998777,1
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,5,1.59313090599971,2
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,1.77688456499891,3
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,1.35550140899977,4
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0.626132497000071,1
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,7,1.95172593800089,3
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,1.17974611299906,2
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,5,0.909963867999977,1
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,1.36912257999938,4
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,5,1.21511356700103,2
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,1.4589424220012,2
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,1.47271949199967,4
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0.728127489999679,4
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,8,0.824077875000512,3
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,2.25535672499973,3
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0.588994955000089,1
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0.925665569000557,1
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0,2
DEV001_1_run2_06-Apr-2018_17-26.mat,DEV001,1,run2,6,0.99759055800132,4
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,1.09642510999947,4
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,7,0.788226311999097,1
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,5,1.08207498499905,2
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,7,0.778084472000046,3
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.764179878000505,3
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.907684554000298,1
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.791514373999235,1
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,1.02896409200002,4
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.989890782999282,4
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.769129434998831,2
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,7,1.07038266000018,3
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.841117796999242,2
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.963319681999565,1
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,5,0.666383846999452,2
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,8,0.619279020000249,3
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,7,1.72361976299908,4
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,5,0.83304576699993,1
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,5,0.764381060000233,2
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,1.04766192199895,4
DEV001_1_run3_06-Apr-2018_17-39.mat,DEV001,1,run3,6,0.623676986999271,3
DEV001_1_run4_06-Apr-2018_17-46.mat,DEV001,1,run4,5,2.47263442700023,2
